customer_id,age,gender,item_purchased,category,purchase_amount_(usd),location,size,color,season,review_rating,subscription_status,payment_method,shipping_type,discount_applied,promo_code_used,previous_purchases,preferred_payment_method,frequency_of_purchases,price,date,month,year
1997,67,Male,Sneakers,Footwear,27,Ponmeni,L,Indigo,Summer,3.3,No,Cash,Next Day Air,No,No,18,Cash,Every 3 Months,2241,2023-10-07,10,2023
480,39,Male,Handbag,Accessories,84,Ponmeni,L,Yellow,Winter,3.3,Yes,Bank Transfer,Store Pickup,Yes,Yes,43,Venmo,Monthly,6972,2022-07-03,7,2022
2614,58,Male,Gloves,Accessories,88,BB Kulam,M,Gold,Fall,2.9,No,Cash,Express,No,No,14,Bank Transfer,Monthly,7304,2023-09-03,9,2023
2405,28,Male,Shorts,Clothing,33,KK Nagar,L,Cyan,Winter,3.1,No,Venmo,2-Day Shipping,No,No,23,Credit Card,Bi-Weekly,2739,2023-11-13,11,2023
1370,32,Male,Shoes,Footwear,75,Palangantham,M,Green,Winter,3.2,No,Cash,Standard,Yes,Yes,48,Venmo,Fortnightly,6225,2022-11-20,11,2022
1694,63,Male,Jacket,Outerwear,88,Palangantham,XL,Olive,Fall,4.9,No,Venmo,Standard,No,No,45,Bank Transfer,Fortnightly,7304,2020-02-10,2,2020
1214,68,Male,Handbag,Accessories,52,Anna Nagar,XL,Black,Spring,3.7,No,Cash,Express,Yes,Yes,14,Debit Card,Every 3 Months,4316,2020-06-20,6,2020
300,25,Male,Sneakers,Footwear,80,Palangantham,M,Maroon,Summer,3.2,Yes,Credit Card,Next Day Air,Yes,Yes,28,PayPal,Fortnightly,6640,2022-05-27,5,2022
3639,40,Female,Backpack,Accessories,20,Chinna Chokikulam,M,Olive,Spring,4.6,No,Credit Card,Express,No,No,50,PayPal,Bi-Weekly,1660,2021-12-28,12,2021
2409,23,Male,Sneakers,Footwear,55,Palangantham,XL,Black,Fall,4.2,No,PayPal,Next Day Air,No,No,44,Debit Card,Every 3 Months,4565,2021-03-25,3,2021
2670,39,Female,Belt,Accessories,28,Anna Nagar,L,Teal,Spring,2.8,No,PayPal,Free Shipping,No,No,31,Credit Card,Weekly,2324,2024-06-16,6,2024
696,30,Male,Shorts,Clothing,67,Ponmeni,XL,Peach,Summer,3.7,Yes,Bank Transfer,Next Day Air,Yes,Yes,15,Debit Card,Every 3 Months,5561,2020-09-22,9,2020
159,25,Male,Shirt,Clothing,73,Meenakshi Nagar,XL,Teal,Fall,4.1,Yes,Bank Transfer,Standard,Yes,Yes,50,Bank Transfer,Monthly,6059,2024-01-07,1,2024
2757,42,Female,Hat,Accessories,23,KK Nagar,L,Violet,Winter,4.1,No,Bank Transfer,Free Shipping,No,No,41,PayPal,Monthly,1909,2021-12-19,12,2021
2601,21,Male,Belt,Accessories,83,Anna Nagar,M,Gray,Fall,3.9,No,Debit Card,Express,No,No,6,Bank Transfer,Bi-Weekly,6889,2020-10-05,10,2020
1743,51,Male,Sandals,Footwear,80,BB Kulam,XL,White,Spring,4.3,No,Credit Card,Express,No,No,18,Venmo,Every 3 Months,6640,2021-07-05,7,2021
2306,68,Male,Handbag,Accessories,63,Palangantham,M,Gold,Summer,2.6,No,Cash,Free Shipping,No,No,47,Cash,Weekly,5229,2023-01-12,1,2023
925,52,Male,Socks,Clothing,78,Chinna Chokikulam,XL,Beige,Winter,3.1,Yes,Credit Card,Standard,Yes,Yes,37,Cash,Quarterly,6474,2022-10-04,10,2022
370,38,Male,Belt,Accessories,40,KK Nagar,M,Silver,Summer,3.3,Yes,Cash,Store Pickup,Yes,Yes,45,PayPal,Quarterly,3320,2022-05-11,5,2022
865,51,Male,Jeans,Clothing,59,Chinna Chokikulam,S,Charcoal,Winter,3.9,Yes,PayPal,Next Day Air,Yes,Yes,5,PayPal,Annually,4897,2022-03-25,3,2022
1071,50,Male,Jewelry,Accessories,75,KK Nagar,M,Magenta,Summer,3.3,No,Venmo,Free Shipping,Yes,Yes,50,Debit Card,Weekly,6225,2024-04-15,4,2024
2493,50,Male,Sunglasses,Accessories,96,Iyer Bungalow,S,Silver,Summer,4.1,No,Venmo,Next Day Air,No,No,34,Bank Transfer,Bi-Weekly,7968,2022-06-13,6,2022
2249,63,Male,T-shirt,Clothing,66,Ponmeni,M,Violet,Winter,3.4,No,Cash,Free Shipping,No,No,19,PayPal,Fortnightly,5478,2023-09-23,9,2023
612,43,Male,Scarf,Accessories,33,Iyer Bungalow,M,Black,Winter,4.7,Yes,Credit Card,Store Pickup,Yes,Yes,19,Cash,Monthly,2739,2020-08-31,8,2020
3811,46,Female,Skirt,Clothing,79,BB Kulam,L,Peach,Fall,3.9,No,Debit Card,Free Shipping,No,No,29,Venmo,Monthly,6557,2020-03-15,3,2020
1045,39,Male,Jeans,Clothing,30,Iyer Bungalow,L,Teal,Summer,4.4,Yes,Credit Card,Next Day Air,Yes,Yes,17,Bank Transfer,Every 3 Months,2490,2020-01-21,1,2020
1206,52,Male,Handbag,Accessories,99,Anna Nagar,M,Olive,Spring,3.5,No,Credit Card,Standard,Yes,Yes,38,Bank Transfer,Fortnightly,8217,2022-10-31,10,2022
1845,60,Male,Shorts,Clothing,26,CS Nagar,M,Purple,Spring,2.7,No,Venmo,2-Day Shipping,No,No,31,Credit Card,Annually,2158,2022-09-18,9,2022
76,64,Male,Scarf,Accessories,85,Meenakshi Nagar,M,Blue,Summer,2.7,Yes,Debit Card,Free Shipping,Yes,Yes,21,Credit Card,Annually,7055,2022-06-15,6,2022
2051,35,Male,Hat,Accessories,96,CS Nagar,M,Teal,Summer,3.4,No,Credit Card,Store Pickup,No,No,10,Debit Card,Annually,7968,2020-01-01,1,2020
1939,46,Male,Jeans,Clothing,23,Palangantham,L,Blue,Spring,3.8,No,Bank Transfer,Standard,No,No,39,Debit Card,Bi-Weekly,1909,2023-09-16,9,2023
2243,18,Male,Skirt,Clothing,66,Thirumangalam,M,Orange,Spring,3.8,No,PayPal,Next Day Air,No,No,5,Credit Card,Bi-Weekly,5478,2022-12-28,12,2022
3572,70,Female,Skirt,Clothing,27,CS Nagar,M,White,Summer,3.2,No,Cash,Standard,No,No,15,Bank Transfer,Every 3 Months,2241,2023-11-21,11,2023
977,34,Male,T-shirt,Clothing,90,Palangantham,M,Gray,Fall,3.6,Yes,PayPal,Express,Yes,Yes,50,Credit Card,Every 3 Months,7470,2020-10-02,10,2020
1391,25,Male,Hat,Accessories,38,CS Nagar,M,Maroon,Summer,4.3,No,Venmo,Standard,Yes,Yes,42,Debit Card,Weekly,3154,2022-11-23,11,2022
468,19,Male,Backpack,Accessories,51,Palangantham,S,Orange,Spring,4.5,Yes,Credit Card,2-Day Shipping,Yes,Yes,37,Debit Card,Every 3 Months,4233,2020-09-15,9,2020
2551,53,Male,Boots,Footwear,52,Ponmeni,XL,Peach,Fall,3.0,No,Credit Card,Store Pickup,No,No,30,Debit Card,Fortnightly,4316,2021-10-10,10,2021
733,34,Male,Shirt,Clothing,57,CS Nagar,L,Blue,Spring,2.8,Yes,Cash,Express,Yes,Yes,28,Cash,Bi-Weekly,4731,2022-09-16,9,2022
2581,43,Male,Jeans,Clothing,29,Iyer Bungalow,S,Turquoise,Summer,3.6,No,Cash,Store Pickup,No,No,13,Bank Transfer,Quarterly,2407,2020-03-05,3,2020
2314,64,Male,Dress,Clothing,31,Thirumangalam,M,Black,Summer,4.7,No,Venmo,Next Day Air,No,No,36,Bank Transfer,Fortnightly,2573,2023-09-07,9,2023
2739,50,Female,Sneakers,Footwear,81,Ponmeni,M,Charcoal,Summer,4.3,No,Bank Transfer,2-Day Shipping,No,No,39,Venmo,Every 3 Months,6723,2021-07-12,7,2021
531,48,Male,Coat,Outerwear,37,Meenakshi Nagar,XL,Magenta,Winter,3.2,Yes,Venmo,Store Pickup,Yes,Yes,25,Credit Card,Bi-Weekly,3071,2021-06-09,6,2021
1692,64,Male,Shoes,Footwear,61,CS Nagar,L,Blue,Summer,3.5,No,Credit Card,Next Day Air,No,No,4,Cash,Annually,5063,2022-04-24,4,2022
1999,20,Male,Pants,Clothing,45,Thirumangalam,M,Orange,Fall,3.4,No,Debit Card,2-Day Shipping,No,No,19,Cash,Quarterly,3735,2023-09-17,9,2023
2372,67,Male,Socks,Clothing,25,Ponmeni,M,Charcoal,Winter,3.7,No,PayPal,Next Day Air,No,No,28,Debit Card,Annually,2075,2022-03-29,3,2022
3778,43,Female,Shorts,Clothing,65,Meenakshi Nagar,M,Maroon,Fall,4.3,No,Debit Card,Express,No,No,9,Cash,Weekly,5395,2020-02-06,2,2020
3179,66,Female,Sandals,Footwear,34,BB Kulam,L,Beige,Spring,2.7,No,Cash,Free Shipping,No,No,28,Credit Card,Annually,2822,2020-11-09,11,2020
2433,59,Male,Jacket,Outerwear,66,Thirumangalam,M,Peach,Winter,2.8,No,PayPal,Store Pickup,No,No,43,Venmo,Monthly,5478,2020-12-14,12,2020
1407,32,Male,Shirt,Clothing,46,BB Kulam,L,Turquoise,Spring,3.6,No,Venmo,Express,Yes,Yes,15,Debit Card,Monthly,3818,2022-06-01,6,2022
3620,44,Female,Scarf,Accessories,75,BB Kulam,S,Magenta,Winter,4.9,No,Cash,2-Day Shipping,No,No,50,Venmo,Weekly,6225,2020-10-26,10,2020
2692,43,Female,Pants,Clothing,25,Chinna Chokikulam,L,Blue,Winter,3.3,No,Bank Transfer,2-Day Shipping,No,No,48,Cash,Monthly,2075,2024-08-07,8,2024
3495,62,Female,Scarf,Accessories,38,Anna Nagar,M,Silver,Winter,3.5,No,Credit Card,Free Shipping,No,No,41,PayPal,Quarterly,3154,2020-02-16,2,2020
3897,52,Female,Backpack,Accessories,49,Ponmeni,L,White,Spring,4.5,No,PayPal,Store Pickup,No,No,41,Bank Transfer,Bi-Weekly,4067,2022-12-02,12,2022
3687,59,Female,Sandals,Footwear,70,Chinna Chokikulam,M,Charcoal,Spring,4.8,No,PayPal,Free Shipping,No,No,17,Cash,Bi-Weekly,5810,2022-02-19,2,2022
1588,41,Male,Socks,Clothing,99,Iyer Bungalow,M,Beige,Summer,3.5,No,Venmo,Free Shipping,Yes,Yes,33,Credit Card,Fortnightly,8217,2020-06-18,6,2020
1268,47,Male,T-shirt,Clothing,83,Meenakshi Nagar,S,Gray,Spring,2.7,No,Credit Card,Standard,Yes,Yes,41,Cash,Weekly,6889,2022-10-29,10,2022
3801,19,Female,Sweater,Clothing,26,CS Nagar,M,Turquoise,Fall,4.8,No,Venmo,Next Day Air,No,No,12,Venmo,Bi-Weekly,2158,2020-04-22,4,2020
3036,69,Female,Handbag,Accessories,64,Thirumangalam,M,Gold,Spring,4.5,No,Bank Transfer,Free Shipping,No,No,18,Cash,Bi-Weekly,5312,2021-04-18,4,2021
1594,61,Male,Dress,Clothing,95,BB Kulam,M,Black,Spring,4.9,No,PayPal,2-Day Shipping,Yes,Yes,25,Bank Transfer,Monthly,7885,2024-10-02,10,2024
1954,25,Male,Skirt,Clothing,33,BB Kulam,XL,Green,Spring,4.8,No,Cash,Standard,No,No,3,PayPal,Fortnightly,2739,2021-08-15,8,2021
2883,59,Female,Blouse,Clothing,51,Anna Nagar,L,Gold,Winter,2.6,No,Credit Card,Store Pickup,No,No,23,Credit Card,Bi-Weekly,4233,2022-08-18,8,2022
1633,35,Male,Gloves,Accessories,28,Anna Nagar,S,White,Summer,4.7,No,PayPal,2-Day Shipping,Yes,Yes,50,Debit Card,Every 3 Months,2324,2023-08-13,8,2023
1394,46,Male,Gloves,Accessories,58,Thirumangalam,L,Yellow,Spring,3.9,No,Bank Transfer,Express,Yes,Yes,14,PayPal,Fortnightly,4814,2020-12-19,12,2020
922,70,Male,Coat,Outerwear,24,BB Kulam,L,Silver,Summer,4.1,Yes,Venmo,Express,Yes,Yes,18,PayPal,Weekly,1992,2020-06-28,6,2020
152,28,Male,Sunglasses,Accessories,47,Thirumangalam,L,Turquoise,Fall,4.5,Yes,Debit Card,Next Day Air,Yes,Yes,3,Venmo,Annually,3901,2021-01-19,1,2021
1468,30,Male,Jewelry,Accessories,27,Ponmeni,XL,Olive,Winter,4.7,No,Credit Card,Store Pickup,Yes,Yes,16,Debit Card,Fortnightly,2241,2024-09-12,9,2024
2404,64,Male,Shorts,Clothing,22,Palangantham,M,Magenta,Fall,4.4,No,Bank Transfer,Standard,No,No,40,Debit Card,Weekly,1826,2021-01-17,1,2021
97,32,Male,Gloves,Accessories,73,Anna Nagar,S,Gold,Spring,3.6,Yes,Venmo,Express,Yes,Yes,43,Venmo,Every 3 Months,6059,2020-10-30,10,2020
1393,31,Male,Gloves,Accessories,46,Palangantham,M,Yellow,Spring,4.2,No,Debit Card,Express,Yes,Yes,34,Venmo,Every 3 Months,3818,2020-09-25,9,2020
3524,49,Female,Backpack,Accessories,59,Chinna Chokikulam,M,Cyan,Summer,2.8,No,PayPal,Standard,No,No,30,Cash,Fortnightly,4897,2021-04-29,4,2021
3540,29,Female,Jewelry,Accessories,56,Iyer Bungalow,S,Green,Spring,3.2,No,Venmo,Express,No,No,17,Credit Card,Bi-Weekly,4648,2021-12-03,12,2021
3290,31,Female,Backpack,Accessories,50,Thirumangalam,M,Maroon,Summer,4.0,No,Venmo,2-Day Shipping,No,No,16,Venmo,Every 3 Months,4150,2024-03-03,3,2024
3179,66,Female,Sandals,Footwear,34,BB Kulam,L,Beige,Spring,2.7,No,Cash,Free Shipping,No,No,28,Credit Card,Annually,2822,2024-12-21,12,2024
2408,52,Male,Shorts,Clothing,38,BB Kulam,M,Beige,Summer,3.0,No,Credit Card,Express,No,No,11,Credit Card,Bi-Weekly,3154,2024-01-28,1,2024
2598,60,Male,Jewelry,Accessories,25,Chinna Chokikulam,XL,Teal,Summer,4.4,No,Bank Transfer,Store Pickup,No,No,13,Venmo,Bi-Weekly,2075,2021-05-14,5,2021
1958,68,Male,Gloves,Accessories,54,Meenakshi Nagar,M,Cyan,Spring,4.5,No,Venmo,Store Pickup,No,No,26,Cash,Bi-Weekly,4482,2021-06-19,6,2021
3743,56,Female,Shirt,Clothing,80,Thirumangalam,M,Gray,Fall,4.4,No,Debit Card,Standard,No,No,50,Credit Card,Bi-Weekly,6640,2022-08-26,8,2022
2941,61,Female,Handbag,Accessories,85,KK Nagar,L,Beige,Summer,4.8,No,Venmo,Next Day Air,No,No,13,Cash,Monthly,7055,2020-03-18,3,2020
3485,44,Female,Dress,Clothing,75,CS Nagar,L,Gray,Fall,4.2,No,Debit Card,Free Shipping,No,No,13,Credit Card,Bi-Weekly,6225,2023-01-30,1,2023
166,42,Male,Handbag,Accessories,60,Anna Nagar,S,Yellow,Winter,2.8,Yes,Credit Card,Store Pickup,Yes,Yes,7,Cash,Monthly,4980,2021-01-16,1,2021
2352,38,Male,Sweater,Clothing,50,KK Nagar,S,Cyan,Fall,4.9,No,Credit Card,Store Pickup,No,No,25,PayPal,Bi-Weekly,4150,2024-06-20,6,2024
562,65,Male,Jacket,Outerwear,65,Chinna Chokikulam,M,Blue,Fall,2.6,Yes,Credit Card,Next Day Air,Yes,Yes,25,PayPal,Fortnightly,5395,2024-06-11,6,2024
289,30,Male,T-shirt,Clothing,62,Thirumangalam,M,Lavender,Winter,3.7,Yes,Credit Card,2-Day Shipping,Yes,Yes,34,Venmo,Bi-Weekly,5146,2021-01-02,1,2021
507,28,Male,Scarf,Accessories,40,BB Kulam,M,Olive,Fall,2.7,Yes,Cash,2-Day Shipping,Yes,Yes,48,Debit Card,Annually,3320,2024-10-23,10,2024
2022,62,Male,Handbag,Accessories,33,Iyer Bungalow,M,Green,Winter,4.4,No,Debit Card,Standard,No,No,48,Venmo,Quarterly,2739,2022-01-17,1,2022
2081,29,Male,Sunglasses,Accessories,47,BB Kulam,S,Gray,Fall,3.5,No,Credit Card,Free Shipping,No,No,17,Debit Card,Bi-Weekly,3901,2022-11-24,11,2022
782,30,Male,Scarf,Accessories,44,Iyer Bungalow,L,Indigo,Winter,3.0,Yes,PayPal,Store Pickup,Yes,Yes,12,Credit Card,Fortnightly,3652,2022-04-09,4,2022
2243,18,Male,Skirt,Clothing,66,Thirumangalam,M,Orange,Spring,3.8,No,PayPal,Next Day Air,No,No,5,Credit Card,Bi-Weekly,5478,2022-01-16,1,2022
798,42,Male,Coat,Outerwear,82,BB Kulam,M,Violet,Fall,4.0,Yes,Cash,2-Day Shipping,Yes,Yes,38,Debit Card,Weekly,6806,2024-01-12,1,2024
3483,66,Female,Gloves,Accessories,61,Palangantham,M,Gold,Winter,3.9,No,Venmo,Next Day Air,No,No,35,Debit Card,Weekly,5063,2023-01-25,1,2023
1465,33,Male,Belt,Accessories,92,Anna Nagar,M,Peach,Winter,4.6,No,Bank Transfer,2-Day Shipping,Yes,Yes,23,Bank Transfer,Quarterly,7636,2023-04-13,4,2023
660,62,Male,Shorts,Clothing,52,Thirumangalam,S,Gold,Spring,3.6,Yes,Debit Card,2-Day Shipping,Yes,Yes,8,Cash,Weekly,4316,2024-10-15,10,2024
3034,22,Female,Sweater,Clothing,56,Palangantham,L,Orange,Spring,2.6,No,PayPal,Store Pickup,No,No,9,PayPal,Weekly,4648,2021-04-27,4,2021
78,22,Male,Dress,Clothing,53,Iyer Bungalow,L,Gold,Summer,3.3,Yes,Debit Card,Next Day Air,Yes,Yes,36,Debit Card,Fortnightly,4399,2024-09-20,9,2024
2524,43,Male,Handbag,Accessories,24,Chinna Chokikulam,S,Cyan,Spring,3.4,No,Cash,Express,No,No,21,Bank Transfer,Annually,1992,2021-04-23,4,2021
1499,59,Male,Sweater,Clothing,32,Anna Nagar,M,Teal,Summer,3.1,No,PayPal,Standard,Yes,Yes,46,Venmo,Fortnightly,2656,2023-07-28,7,2023
1695,20,Male,Shirt,Clothing,67,BB Kulam,M,Turquoise,Summer,2.7,No,Credit Card,Express,No,No,20,Debit Card,Fortnightly,5561,2022-04-24,4,2022
238,50,Male,Dress,Clothing,90,Thirumangalam,M,Beige,Summer,3.0,Yes,Venmo,Store Pickup,Yes,Yes,36,Debit Card,Fortnightly,7470,2024-06-12,6,2024
182,32,Male,Pants,Clothing,61,Ponmeni,M,Beige,Summer,4.7,Yes,Venmo,Next Day Air,Yes,Yes,4,Bank Transfer,Weekly,5063,2022-01-28,1,2022
1557,43,Male,Hoodie,Clothing,57,KK Nagar,M,Gold,Fall,2.7,No,Venmo,Standard,Yes,Yes,26,Credit Card,Quarterly,4731,2020-10-24,10,2020
1901,65,Male,Jewelry,Accessories,85,KK Nagar,S,Blue,Summer,3.3,No,Debit Card,Free Shipping,No,No,34,Cash,Quarterly,7055,2022-05-09,5,2022
1011,54,Male,Jeans,Clothing,24,CS Nagar,XL,Gray,Spring,4.7,Yes,PayPal,2-Day Shipping,Yes,Yes,37,Credit Card,Fortnightly,1992,2022-06-26,6,2022
1680,60,Male,Dress,Clothing,52,Meenakshi Nagar,S,Black,Fall,4.5,No,PayPal,Next Day Air,No,No,24,Debit Card,Bi-Weekly,4316,2023-06-27,6,2023
741,26,Male,Jeans,Clothing,69,Meenakshi Nagar,M,Orange,Summer,2.8,Yes,Bank Transfer,Next Day Air,Yes,Yes,22,Credit Card,Fortnightly,5727,2024-06-24,6,2024
1336,56,Male,Boots,Footwear,49,Chinna Chokikulam,M,Lavender,Fall,4.8,No,Credit Card,2-Day Shipping,Yes,Yes,26,Credit Card,Weekly,4067,2022-06-12,6,2022
3191,41,Female,Jeans,Clothing,78,Iyer Bungalow,S,Purple,Fall,3.4,No,Bank Transfer,Free Shipping,No,No,5,Credit Card,Fortnightly,6474,2024-12-22,12,2024
771,19,Male,Sneakers,Footwear,54,Anna Nagar,M,Gray,Spring,3.3,Yes,Venmo,Express,Yes,Yes,8,Credit Card,Annually,4482,2022-10-20,10,2022
1647,58,Male,Handbag,Accessories,77,BB Kulam,S,Silver,Summer,3.7,No,Credit Card,Standard,Yes,Yes,20,Bank Transfer,Every 3 Months,6391,2023-01-03,1,2023
1528,26,Male,Hat,Accessories,75,KK Nagar,L,Red,Fall,4.5,No,Bank Transfer,2-Day Shipping,Yes,Yes,33,Debit Card,Fortnightly,6225,2021-04-08,4,2021
1440,25,Male,Boots,Footwear,48,KK Nagar,M,Magenta,Summer,4.8,No,Credit Card,Next Day Air,Yes,Yes,25,Cash,Fortnightly,3984,2023-06-10,6,2023
1615,30,Male,T-shirt,Clothing,41,Iyer Bungalow,S,Gray,Summer,3.4,No,Cash,Free Shipping,Yes,Yes,22,Cash,Bi-Weekly,3403,2022-03-03,3,2022
565,67,Male,Hoodie,Clothing,58,CS Nagar,M,Olive,Winter,3.4,Yes,Cash,Next Day Air,Yes,Yes,30,Bank Transfer,Weekly,4814,2022-06-19,6,2022
2972,30,Female,Handbag,Accessories,100,Ponmeni,L,Yellow,Fall,3.9,No,Credit Card,Next Day Air,No,No,9,PayPal,Every 3 Months,8300,2020-05-09,5,2020
1363,41,Male,Coat,Outerwear,46,Anna Nagar,M,Gray,Fall,4.3,No,Cash,Express,Yes,Yes,29,Cash,Weekly,3818,2022-10-04,10,2022
2073,39,Male,Backpack,Accessories,66,BB Kulam,M,Beige,Winter,3.9,No,Credit Card,Next Day Air,No,No,22,Bank Transfer,Weekly,5478,2020-04-02,4,2020
1142,39,Male,Gloves,Accessories,33,KK Nagar,S,Silver,Winter,4.7,No,Debit Card,Next Day Air,Yes,Yes,23,PayPal,Fortnightly,2739,2023-11-01,11,2023
438,45,Male,Jewelry,Accessories,50,BB Kulam,M,Peach,Summer,2.6,Yes,Credit Card,Next Day Air,Yes,Yes,41,PayPal,Annually,4150,2021-09-29,9,2021
1762,21,Male,Hoodie,Clothing,95,Meenakshi Nagar,S,Green,Fall,4.9,No,PayPal,2-Day Shipping,No,No,24,Cash,Weekly,7885,2020-12-17,12,2020
145,19,Male,Shoes,Footwear,43,Thirumangalam,M,Silver,Fall,3.2,Yes,Credit Card,Express,Yes,Yes,25,Cash,Monthly,3569,2020-07-19,7,2020
3039,56,Female,Jewelry,Accessories,39,Thirumangalam,M,Brown,Summer,4.2,No,Bank Transfer,Free Shipping,No,No,36,Debit Card,Annually,3237,2022-11-06,11,2022
1957,70,Male,Socks,Clothing,37,Palangantham,M,Pink,Winter,4.9,No,Cash,Express,No,No,20,Credit Card,Fortnightly,3071,2022-05-19,5,2022
2478,25,Male,Gloves,Accessories,40,Chinna Chokikulam,L,Turquoise,Spring,3.8,No,Debit Card,2-Day Shipping,No,No,29,PayPal,Weekly,3320,2020-08-21,8,2020
637,41,Male,Handbag,Accessories,30,Anna Nagar,M,Indigo,Summer,2.8,Yes,Cash,Store Pickup,Yes,Yes,14,Bank Transfer,Every 3 Months,2490,2024-07-04,7,2024
3604,45,Female,Jeans,Clothing,51,KK Nagar,M,Gold,Spring,2.7,No,Debit Card,Free Shipping,No,No,5,Cash,Weekly,4233,2021-11-25,11,2021
1334,29,Male,Pants,Clothing,69,Anna Nagar,M,Lavender,Winter,2.7,No,Cash,Next Day Air,Yes,Yes,9,Bank Transfer,Quarterly,5727,2022-11-27,11,2022
627,31,Male,Sunglasses,Accessories,79,Palangantham,M,Indigo,Spring,3.9,Yes,Credit Card,Standard,Yes,Yes,10,Venmo,Annually,6557,2022-07-15,7,2022
2742,68,Female,Dress,Clothing,81,Thirumangalam,L,Yellow,Fall,4.9,No,PayPal,2-Day Shipping,No,No,41,Venmo,Monthly,6723,2021-08-04,8,2021
1092,44,Male,Sweater,Clothing,80,Ponmeni,L,Lavender,Spring,4.7,No,Cash,Store Pickup,Yes,Yes,6,Credit Card,Fortnightly,6640,2020-06-04,6,2020
3198,27,Female,Sweater,Clothing,71,Chinna Chokikulam,M,Teal,Spring,3.2,No,Bank Transfer,Free Shipping,No,No,29,Credit Card,Every 3 Months,5893,2024-02-11,2,2024
1765,61,Male,Dress,Clothing,56,Ponmeni,M,Charcoal,Summer,3.0,No,PayPal,Store Pickup,No,No,34,Venmo,Quarterly,4648,2021-08-05,8,2021
2256,48,Male,Coat,Outerwear,39,Ponmeni,L,Teal,Spring,4.6,No,Venmo,Store Pickup,No,No,42,Bank Transfer,Quarterly,3237,2024-06-07,6,2024
1604,23,Male,Shorts,Clothing,98,Thirumangalam,L,Black,Summer,4.3,No,Debit Card,Next Day Air,Yes,Yes,17,Debit Card,Bi-Weekly,8134,2021-03-21,3,2021
2105,53,Male,Shoes,Footwear,88,Chinna Chokikulam,M,Gold,Spring,2.8,No,Bank Transfer,Free Shipping,No,No,47,Venmo,Weekly,7304,2023-02-28,2,2023
1127,23,Male,Scarf,Accessories,58,Palangantham,L,Beige,Winter,3.4,No,Venmo,Standard,Yes,Yes,47,Venmo,Fortnightly,4814,2024-03-28,3,2024
1574,36,Male,T-shirt,Clothing,31,Ponmeni,L,Indigo,Summer,4.3,No,Debit Card,2-Day Shipping,Yes,Yes,25,Debit Card,Weekly,2573,2020-08-07,8,2020
1614,26,Male,Jewelry,Accessories,31,Anna Nagar,S,Black,Summer,4.0,No,Credit Card,Next Day Air,Yes,Yes,6,Credit Card,Fortnightly,2573,2024-05-18,5,2024
1540,32,Male,Belt,Accessories,55,Ponmeni,M,Turquoise,Spring,5.0,No,Credit Card,2-Day Shipping,Yes,Yes,19,Cash,Every 3 Months,4565,2022-02-08,2,2022
722,43,Male,Blouse,Clothing,57,CS Nagar,L,Silver,Summer,4.4,Yes,Debit Card,Next Day Air,Yes,Yes,41,Debit Card,Every 3 Months,4731,2021-06-04,6,2021
2021,41,Male,Sweater,Clothing,23,Palangantham,M,Beige,Winter,4.8,No,Credit Card,Next Day Air,No,No,26,Cash,Quarterly,1909,2022-04-06,4,2022
868,37,Male,Jacket,Outerwear,20,Chinna Chokikulam,M,Turquoise,Spring,3.1,Yes,Debit Card,Free Shipping,Yes,Yes,23,Bank Transfer,Fortnightly,1660,2020-06-10,6,2020
522,36,Male,Shorts,Clothing,41,CS Nagar,L,Gold,Winter,3.5,Yes,Credit Card,Standard,Yes,Yes,50,Bank Transfer,Annually,3403,2020-06-29,6,2020
2742,68,Female,Dress,Clothing,81,Thirumangalam,L,Yellow,Fall,4.9,No,PayPal,2-Day Shipping,No,No,41,Venmo,Monthly,6723,2020-08-04,8,2020
3558,52,Female,Jacket,Outerwear,26,Iyer Bungalow,M,Peach,Summer,4.9,No,PayPal,Next Day Air,No,No,1,PayPal,Every 3 Months,2158,2021-12-04,12,2021
1118,25,Male,Sunglasses,Accessories,77,Chinna Chokikulam,L,Lavender,Spring,4.5,No,PayPal,Store Pickup,Yes,Yes,24,Credit Card,Monthly,6391,2020-01-30,1,2020
1478,24,Male,Belt,Accessories,32,BB Kulam,XL,Silver,Summer,4.3,No,Credit Card,Standard,Yes,Yes,1,PayPal,Every 3 Months,2656,2024-04-18,4,2024
1517,20,Male,Jeans,Clothing,68,Meenakshi Nagar,L,Indigo,Winter,4.5,No,Bank Transfer,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly,5644,2024-03-09,3,2024
719,22,Male,Shirt,Clothing,22,Chinna Chokikulam,M,Peach,Summer,4.6,Yes,Bank Transfer,Standard,Yes,Yes,25,Bank Transfer,Annually,1826,2023-04-29,4,2023
3494,48,Female,Pants,Clothing,82,CS Nagar,XL,Black,Winter,4.7,No,Cash,Store Pickup,No,No,35,Credit Card,Weekly,6806,2022-03-27,3,2022
2573,54,Male,Blouse,Clothing,42,Thirumangalam,M,Silver,Fall,3.9,No,Debit Card,Next Day Air,No,No,40,Bank Transfer,Quarterly,3486,2022-03-09,3,2022
1430,24,Male,Skirt,Clothing,38,BB Kulam,L,Gold,Fall,4.7,No,Venmo,Standard,Yes,Yes,6,Credit Card,Every 3 Months,3154,2021-08-27,8,2021
25,18,Male,Jacket,Outerwear,22,CS Nagar,M,Green,Fall,2.9,Yes,Cash,Store Pickup,Yes,Yes,16,Debit Card,Weekly,1826,2023-08-15,8,2023
